disasterNumber,totalNumberIaApproved,totalAmountIhpApproved,totalAmountHaApproved,totalAmountOnaApproved,totalObligatedAmountPa,totalObligatedAmountCatAb,totalObligatedAmountCatC2g,paLoadDate,iaLoadDate,totalObligatedAmountHmgp,hash.x,lastRefresh.x,id.x,femaDeclarationString,state,declarationType,declarationDate,fyDeclared,incidentType,declarationTitle,ihProgramDeclared,iaProgramDeclared,paProgramDeclared,hmProgramDeclared,incidentBeginDate,incidentEndDate,disasterCloseoutDate,tribalRequest,fipsStateCode,fipsCountyCode,placeCode,designatedArea,declarationRequestNumber,lastIAFilingDate,lastRefresh.y,hash.y,id.y,incidentYear
4553,NA,NA,NA,NA,10899964.34,1655096.77,8097739.01,2023-11-02T00:00:00Z,NA,1482076.19,832bbaa0ee2cf08dc573130e589e8e8233aebe0e,2023-11-02T04:02:44Z,da6e7ae6-32b6-4dde-b14e-2ff898d48497,DR-4553-ND,ND,DR,2020-07-09T00:00:00Z,2020,Flood,FLOODING,0,0,1,1,2020-04-01T00:00:00Z,2020-04-25T00:00:00Z,NA,0,38,067,99067,Pembina (County),20188,NA,2023-05-22T03:41:22Z,bf9f38b46934e9620e987060c28367fb0a7dae9d,c70f3a16-f41a-443f-8843-7441f107ea43,2020
4553,NA,NA,NA,NA,10899964.34,1655096.77,8097739.01,2023-11-02T00:00:00Z,NA,1482076.19,832bbaa0ee2cf08dc573130e589e8e8233aebe0e,2023-11-02T04:02:44Z,da6e7ae6-32b6-4dde-b14e-2ff898d48497,DR-4553-ND,ND,DR,2020-07-09T00:00:00Z,2020,Flood,FLOODING,0,0,1,1,2020-04-01T00:00:00Z,2020-04-25T00:00:00Z,NA,0,38,073,99073,Ransom (County),20188,NA,2023-05-22T03:41:22Z,6e13103179bc22a8ea8a16f2315d71880a64afe6,e91c21e6-95dc-44fa-8a14-8df22429905f,2020
4553,NA,NA,NA,NA,10899964.34,1655096.77,8097739.01,2023-11-02T00:00:00Z,NA,1482076.19,832bbaa0ee2cf08dc573130e589e8e8233aebe0e,2023-11-02T04:02:44Z,da6e7ae6-32b6-4dde-b14e-2ff898d48497,DR-4553-ND,ND,DR,2020-07-09T00:00:00Z,2020,Flood,FLOODING,0,0,1,1,2020-04-01T00:00:00Z,2020-04-25T00:00:00Z,NA,0,38,077,99077,Richland (County),20188,NA,2023-05-22T03:41:22Z,f486310ac83cc98bf80782884dd79824dd682e69,ef5cdfcc-950c-4007-939a-4bc5d171c2dd,2020
4553,NA,NA,NA,NA,10899964.34,1655096.77,8097739.01,2023-11-02T00:00:00Z,NA,1482076.19,832bbaa0ee2cf08dc573130e589e8e8233aebe0e,2023-11-02T04:02:44Z,da6e7ae6-32b6-4dde-b14e-2ff898d48497,DR-4553-ND,ND,DR,2020-07-09T00:00:00Z,2020,Flood,FLOODING,0,0,1,1,2020-04-01T00:00:00Z,2020-04-25T00:00:00Z,NA,0,38,081,99081,Sargent (County),20188,NA,2023-05-22T03:41:22Z,add59ad1f2446313532afd735c03fef18a050d2a,383f7ee7-4bf4-4e55-aa93-1b0397849ed7,2020
4553,NA,NA,NA,NA,10899964.34,1655096.77,8097739.01,2023-11-02T00:00:00Z,NA,1482076.19,832bbaa0ee2cf08dc573130e589e8e8233aebe0e,2023-11-02T04:02:44Z,da6e7ae6-32b6-4dde-b14e-2ff898d48497,DR-4553-ND,ND,DR,2020-07-09T00:00:00Z,2020,Flood,FLOODING,0,0,1,1,2020-04-01T00:00:00Z,2020-04-25T00:00:00Z,NA,0,38,083,99083,Sheridan (County),20188,NA,2023-05-22T03:41:22Z,71f75b68b1b9d2add6a0ff9d03f480746635cefd,e2df77f8-6cc9-46a6-8148-5a050e6369c6,2020
4553,NA,NA,NA,NA,10899964.34,1655096.77,8097739.01,2023-11-02T00:00:00Z,NA,1482076.19,832bbaa0ee2cf08dc573130e589e8e8233aebe0e,2023-11-02T04:02:44Z,da6e7ae6-32b6-4dde-b14e-2ff898d48497,DR-4553-ND,ND,DR,2020-07-09T00:00:00Z,2020,Flood,FLOODING,0,0,1,1,2020-04-01T00:00:00Z,2020-04-25T00:00:00Z,NA,0,38,091,99091,Steele (County),20188,NA,2023-05-22T03:41:22Z,12de9ac842a299a237903fb9bf3fa4fca9d5dbb9,659d1365-131a-41ad-bf89-41f9f3ddd28c,2020
4553,NA,NA,NA,NA,10899964.34,1655096.77,8097739.01,2023-11-02T00:00:00Z,NA,1482076.19,832bbaa0ee2cf08dc573130e589e8e8233aebe0e,2023-11-02T04:02:44Z,da6e7ae6-32b6-4dde-b14e-2ff898d48497,DR-4553-ND,ND,DR,2020-07-09T00:00:00Z,2020,Flood,FLOODING,0,0,1,1,2020-04-01T00:00:00Z,2020-04-25T00:00:00Z,NA,0,38,093,99093,Stutsman (County),20188,NA,2023-05-22T03:41:22Z,24d53976c6e4a4da172133b8215baf1f2c12fbfd,50d731d1-9644-4049-bba5-760f8f294e45,2020
4553,NA,NA,NA,NA,10899964.34,1655096.77,8097739.01,2023-11-02T00:00:00Z,NA,1482076.19,832bbaa0ee2cf08dc573130e589e8e8233aebe0e,2023-11-02T04:02:44Z,da6e7ae6-32b6-4dde-b14e-2ff898d48497,DR-4553-ND,ND,DR,2020-07-09T00:00:00Z,2020,Flood,FLOODING,0,0,1,1,2020-04-01T00:00:00Z,2020-04-25T00:00:00Z,NA,0,38,097,99097,Traill (County),20188,NA,2023-05-22T03:41:22Z,b6ddab70544d4dda5e9be0e13a7e474ca90d673e,a88be178-7360-4d44-b0b0-c722c92e551b,2020
4553,NA,NA,NA,NA,10899964.34,1655096.77,8097739.01,2023-11-02T00:00:00Z,NA,1482076.19,832bbaa0ee2cf08dc573130e589e8e8233aebe0e,2023-11-02T04:02:44Z,da6e7ae6-32b6-4dde-b14e-2ff898d48497,DR-4553-ND,ND,DR,2020-07-09T00:00:00Z,2020,Flood,FLOODING,0,0,1,1,2020-04-01T00:00:00Z,2020-04-25T00:00:00Z,NA,0,38,099,99099,Walsh (County),20188,NA,2023-05-22T03:41:22Z,4af96fd191941507f7a7c186325aecd2448e508c,67580877-e337-430e-9b95-b7767cd4d912,2020
4553,NA,NA,NA,NA,10899964.34,1655096.77,8097739.01,2023-11-02T00:00:00Z,NA,1482076.19,832bbaa0ee2cf08dc573130e589e8e8233aebe0e,2023-11-02T04:02:44Z,da6e7ae6-32b6-4dde-b14e-2ff898d48497,DR-4553-ND,ND,DR,2020-07-09T00:00:00Z,2020,Flood,FLOODING,0,0,1,1,2020-04-01T00:00:00Z,2020-04-25T00:00:00Z,NA,0,38,103,99103,Wells (County),20188,NA,2023-05-22T03:41:22Z,016606b3bcc414d7f4f024c39d834072ec7501d2,7f249912-df85-484c-b4d0-0519f28c4694,2020
4571,83,346304.76,186566.04,159738.72,NA,NA,NA,NA,2023-11-02T00:00:00Z,0,ecb7cb0c8f2a1ab2b7d6f806029167ed58fcab6b,2023-11-02T05:42:36Z,4d21ea00-6dcc-48f1-8c30-44a67e110f2e,DR-4571-PR,PR,DR,2020-11-05T00:00:00Z,2021,Flood,SEVERE STORM AND FLOODING,1,0,0,0,2020-09-13T00:00:00Z,2020-09-13T00:00:00Z,NA,0,72,013,99013,Arecibo (Municipio),20315,2021-01-04T00:00:00Z,2023-05-22T03:41:22Z,ed3eb181271b6771c500afb341ebb6deb3783018,8fd053e4-2998-4f39-997f-596460db0440,2020
4595,1336,10038254.14,8551668.81,1486585.33,89102066.57,3652533.55,77920613.03,2023-11-02T00:00:00Z,2023-11-02T00:00:00Z,8211220.38,7293a7113f5ac4fc5b657925bf5baca629f10f3e,2023-11-02T05:42:36Z,6c857ac6-15e7-494e-abbf-228136e623f1,DR-4595-KY,KY,DR,2021-04-23T00:00:00Z,2021,Flood,"SEVERE, STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",0,0,1,1,2021-02-27T00:00:00Z,2021-03-14T00:00:00Z,NA,0,21,007,99007,Ballard (County),21025,2021-07-23T00:00:00Z,2023-05-22T03:41:22Z,d78bd86754dc63a8fbfe51f87f2965a18e009480,bf1065d5-cb75-4821-9a7f-b63807192dbb,2021
4595,1336,10038254.14,8551668.81,1486585.33,89102066.57,3652533.55,77920613.03,2023-11-02T00:00:00Z,2023-11-02T00:00:00Z,8211220.38,7293a7113f5ac4fc5b657925bf5baca629f10f3e,2023-11-02T05:42:36Z,6c857ac6-15e7-494e-abbf-228136e623f1,DR-4595-KY,KY,DR,2021-04-23T00:00:00Z,2021,Flood,"SEVERE, STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",0,0,1,1,2021-02-27T00:00:00Z,2021-03-14T00:00:00Z,NA,0,21,013,99013,Bell (County),21025,2021-07-23T00:00:00Z,2023-05-22T03:41:22Z,ff44e1c9d5bca32ca6650cbea65f89821a39b19e,d5469d7e-b3b3-4147-ac1b-19e8c085399c,2021
4595,1336,10038254.14,8551668.81,1486585.33,89102066.57,3652533.55,77920613.03,2023-11-02T00:00:00Z,2023-11-02T00:00:00Z,8211220.38,7293a7113f5ac4fc5b657925bf5baca629f10f3e,2023-11-02T05:42:36Z,6c857ac6-15e7-494e-abbf-228136e623f1,DR-4595-KY,KY,DR,2021-04-23T00:00:00Z,2021,Flood,"SEVERE, STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",0,0,1,1,2021-02-27T00:00:00Z,2021-03-14T00:00:00Z,NA,0,21,035,99035,Calloway (County),21025,2021-07-23T00:00:00Z,2023-05-22T03:41:22Z,5106e85c0fae8327b5ab9f3edacf00e4961b850f,6144b487-71e5-4f1d-b45e-ffce8d423e21,2021
4595,1336,10038254.14,8551668.81,1486585.33,89102066.57,3652533.55,77920613.03,2023-11-02T00:00:00Z,2023-11-02T00:00:00Z,8211220.38,7293a7113f5ac4fc5b657925bf5baca629f10f3e,2023-11-02T05:42:36Z,6c857ac6-15e7-494e-abbf-228136e623f1,DR-4595-KY,KY,DR,2021-04-23T00:00:00Z,2021,Flood,"SEVERE, STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",0,0,1,1,2021-02-27T00:00:00Z,2021-03-14T00:00:00Z,NA,0,21,043,99043,Carter (County),21025,2021-07-23T00:00:00Z,2023-05-22T03:41:22Z,12dac1f154ced3025bbb955d3110fea04c8e84cd,48961dfb-c3be-4e32-9e1b-9e0a13e1c6bc,2021
4595,1336,10038254.14,8551668.81,1486585.33,89102066.57,3652533.55,77920613.03,2023-11-02T00:00:00Z,2023-11-02T00:00:00Z,8211220.38,7293a7113f5ac4fc5b657925bf5baca629f10f3e,2023-11-02T05:42:36Z,6c857ac6-15e7-494e-abbf-228136e623f1,DR-4595-KY,KY,DR,2021-04-23T00:00:00Z,2021,Flood,"SEVERE, STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",0,0,1,1,2021-02-27T00:00:00Z,2021-03-14T00:00:00Z,NA,0,21,045,99045,Casey (County),21025,2021-07-23T00:00:00Z,2023-05-22T03:41:22Z,4c8b19e995e59389916b305f4d23954ff51603d8,c92dcd68-f6c0-433e-893d-ce7f4a22afe1,2021
4595,1336,10038254.14,8551668.81,1486585.33,89102066.57,3652533.55,77920613.03,2023-11-02T00:00:00Z,2023-11-02T00:00:00Z,8211220.38,7293a7113f5ac4fc5b657925bf5baca629f10f3e,2023-11-02T05:42:36Z,6c857ac6-15e7-494e-abbf-228136e623f1,DR-4595-KY,KY,DR,2021-04-23T00:00:00Z,2021,Flood,"SEVERE, STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",0,0,1,1,2021-02-27T00:00:00Z,2021-03-14T00:00:00Z,NA,0,21,057,99057,Cumberland (County),21025,2021-07-23T00:00:00Z,2023-05-22T03:41:22Z,bc337ee905605d609922eef3932501b2dfd142c4,bded8968-c5df-4ca5-a53a-ddddaf70cf7d,2021
4595,1336,10038254.14,8551668.81,1486585.33,89102066.57,3652533.55,77920613.03,2023-11-02T00:00:00Z,2023-11-02T00:00:00Z,8211220.38,7293a7113f5ac4fc5b657925bf5baca629f10f3e,2023-11-02T05:42:36Z,6c857ac6-15e7-494e-abbf-228136e623f1,DR-4595-KY,KY,DR,2021-04-23T00:00:00Z,2021,Flood,"SEVERE, STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",0,0,1,1,2021-02-27T00:00:00Z,2021-03-14T00:00:00Z,NA,0,21,061,99061,Edmonson (County),21025,2021-07-23T00:00:00Z,2023-05-22T03:41:22Z,63914ac677e2f469c6ade92019eb825a9123073f,8992551c-6a5d-44fc-a911-31e2096cebec,2021
4595,1336,10038254.14,8551668.81,1486585.33,89102066.57,3652533.55,77920613.03,2023-11-02T00:00:00Z,2023-11-02T00:00:00Z,8211220.38,7293a7113f5ac4fc5b657925bf5baca629f10f3e,2023-11-02T05:42:36Z,6c857ac6-15e7-494e-abbf-228136e623f1,DR-4595-KY,KY,DR,2021-04-23T00:00:00Z,2021,Flood,"SEVERE, STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",0,0,1,1,2021-02-27T00:00:00Z,2021-03-14T00:00:00Z,NA,0,21,063,99063,Elliott (County),21025,2021-07-23T00:00:00Z,2023-05-22T03:41:22Z,043c08157a962ebd41a0ac1be7cbc66dc7216f95,90465c18-2e60-4153-a9cd-71241121ba3e,2021
4595,1336,10038254.14,8551668.81,1486585.33,89102066.57,3652533.55,77920613.03,2023-11-02T00:00:00Z,2023-11-02T00:00:00Z,8211220.38,7293a7113f5ac4fc5b657925bf5baca629f10f3e,2023-11-02T05:42:36Z,6c857ac6-15e7-494e-abbf-228136e623f1,DR-4595-KY,KY,DR,2021-04-23T00:00:00Z,2021,Flood,"SEVERE, STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",0,0,1,1,2021-02-27T00:00:00Z,2021-03-14T00:00:00Z,NA,0,21,083,99083,Graves (County),21025,2021-07-23T00:00:00Z,2023-05-22T03:41:22Z,59761e55c4d6203be2744fd6a06f0a28e7ed19f0,c645381c-6d15-4b6c-aac8-89046dbb22aa,2021
4595,1336,10038254.14,8551668.81,1486585.33,89102066.57,3652533.55,77920613.03,2023-11-02T00:00:00Z,2023-11-02T00:00:00Z,8211220.38,7293a7113f5ac4fc5b657925bf5baca629f10f3e,2023-11-02T05:42:36Z,6c857ac6-15e7-494e-abbf-228136e623f1,DR-4595-KY,KY,DR,2021-04-23T00:00:00Z,2021,Flood,"SEVERE, STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",0,0,1,1,2021-02-27T00:00:00Z,2021-03-14T00:00:00Z,NA,0,21,095,99095,Harlan (County),21025,2021-07-23T00:00:00Z,2023-05-22T03:41:22Z,1f9f0637e46c5ad373beb5d7dda882c4b8b86d5c,c4d9a98f-81dd-414d-a721-ce704c6de48d,2021
4595,1336,10038254.14,8551668.81,1486585.33,89102066.57,3652533.55,77920613.03,2023-11-02T00:00:00Z,2023-11-02T00:00:00Z,8211220.38,7293a7113f5ac4fc5b657925bf5baca629f10f3e,2023-11-02T05:42:36Z,6c857ac6-15e7-494e-abbf-228136e623f1,DR-4595-KY,KY,DR,2021-04-23T00:00:00Z,2021,Flood,"SEVERE, STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",0,0,1,1,2021-02-27T00:00:00Z,2021-03-14T00:00:00Z,NA,0,21,121,99121,Knox (County),21025,2021-07-23T00:00:00Z,2023-05-22T03:41:22Z,4f8136a0d72c22ce534b95e0aa9efb286e18be52,a0ab7462-7d25-4405-b8ed-e095daafd972,2021
4595,1336,10038254.14,8551668.81,1486585.33,89102066.57,3652533.55,77920613.03,2023-11-02T00:00:00Z,2023-11-02T00:00:00Z,8211220.38,7293a7113f5ac4fc5b657925bf5baca629f10f3e,2023-11-02T05:42:36Z,6c857ac6-15e7-494e-abbf-228136e623f1,DR-4595-KY,KY,DR,2021-04-23T00:00:00Z,2021,Flood,"SEVERE, STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",0,0,1,1,2021-02-27T00:00:00Z,2021-03-14T00:00:00Z,NA,0,21,155,99155,Marion (County),21025,2021-07-23T00:00:00Z,2023-05-22T03:41:22Z,f584585bdaf35e32559c36b454c6749c3fac45c0,c38e6674-bbb5-49ac-b3cf-241b6f321f65,2021
4595,1336,10038254.14,8551668.81,1486585.33,89102066.57,3652533.55,77920613.03,2023-11-02T00:00:00Z,2023-11-02T00:00:00Z,8211220.38,7293a7113f5ac4fc5b657925bf5baca629f10f3e,2023-11-02T05:42:36Z,6c857ac6-15e7-494e-abbf-228136e623f1,DR-4595-KY,KY,DR,2021-04-23T00:00:00Z,2021,Flood,"SEVERE, STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",0,0,1,1,2021-02-27T00:00:00Z,2021-03-14T00:00:00Z,NA,0,21,161,99161,Mason (County),21025,2021-07-23T00:00:00Z,2023-05-22T03:41:22Z,fb4618f7176e08c7a781148f548fd328d707cfc9,c1f4537d-c1d2-42cf-abc7-85cc4f2c29ec,2021
4595,1336,10038254.14,8551668.81,1486585.33,89102066.57,3652533.55,77920613.03,2023-11-02T00:00:00Z,2023-11-02T00:00:00Z,8211220.38,7293a7113f5ac4fc5b657925bf5baca629f10f3e,2023-11-02T05:42:36Z,6c857ac6-15e7-494e-abbf-228136e623f1,DR-4595-KY,KY,DR,2021-04-23T00:00:00Z,2021,Flood,"SEVERE, STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",0,0,1,1,2021-02-27T00:00:00Z,2021-03-14T00:00:00Z,NA,0,21,165,99165,Menifee (County),21025,2021-07-23T00:00:00Z,2023-05-22T03:41:22Z,bcc2e4faf7191f4cb110362b152b4aa8080840c2,f64b1464-86b2-4f70-ad5a-85002a5a22a3,2021
4595,1336,10038254.14,8551668.81,1486585.33,89102066.57,3652533.55,77920613.03,2023-11-02T00:00:00Z,2023-11-02T00:00:00Z,8211220.38,7293a7113f5ac4fc5b657925bf5baca629f10f3e,2023-11-02T05:42:36Z,6c857ac6-15e7-494e-abbf-228136e623f1,DR-4595-KY,KY,DR,2021-04-23T00:00:00Z,2021,Flood,"SEVERE, STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",0,0,1,1,2021-02-27T00:00:00Z,2021-03-14T00:00:00Z,NA,0,21,183,99183,Ohio (County),21025,2021-07-23T00:00:00Z,2023-05-22T03:41:22Z,34df26108ff399ff1ba695b9011bd0c286d70032,e5117d1e-e42e-4716-a698-9fc98ef0c126,2021
4595,1336,10038254.14,8551668.81,1486585.33,89102066.57,3652533.55,77920613.03,2023-11-02T00:00:00Z,2023-11-02T00:00:00Z,8211220.38,7293a7113f5ac4fc5b657925bf5baca629f10f3e,2023-11-02T05:42:36Z,6c857ac6-15e7-494e-abbf-228136e623f1,DR-4595-KY,KY,DR,2021-04-23T00:00:00Z,2021,Flood,"SEVERE, STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",0,0,1,1,2021-02-27T00:00:00Z,2021-03-14T00:00:00Z,NA,0,21,195,99195,Pike (County),21025,2021-07-23T00:00:00Z,2023-05-22T03:41:22Z,b6de3092ea8a5f0b4ad79cbac4f3fc584f7acab9,636e4794-f2a0-4391-9804-a7782ed679a2,2021
4595,1336,10038254.14,8551668.81,1486585.33,89102066.57,3652533.55,77920613.03,2023-11-02T00:00:00Z,2023-11-02T00:00:00Z,8211220.38,7293a7113f5ac4fc5b657925bf5baca629f10f3e,2023-11-02T05:42:36Z,6c857ac6-15e7-494e-abbf-228136e623f1,DR-4595-KY,KY,DR,2021-04-23T00:00:00Z,2021,Flood,"SEVERE, STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",0,0,1,1,2021-02-27T00:00:00Z,2021-03-14T00:00:00Z,NA,0,21,225,99225,Union (County),21025,2021-07-23T00:00:00Z,2023-05-22T03:41:22Z,e3b02e6d6a99ce15b05ca607823bcdd22682e968,8284c129-aa8b-4961-863b-867754aecf6f,2021
4595,1336,10038254.14,8551668.81,1486585.33,89102066.57,3652533.55,77920613.03,2023-11-02T00:00:00Z,2023-11-02T00:00:00Z,8211220.38,7293a7113f5ac4fc5b657925bf5baca629f10f3e,2023-11-02T05:42:36Z,6c857ac6-15e7-494e-abbf-228136e623f1,DR-4595-KY,KY,DR,2021-04-23T00:00:00Z,2021,Flood,"SEVERE, STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",0,0,1,1,2021-02-27T00:00:00Z,2021-03-14T00:00:00Z,NA,0,21,235,99235,Whitley (County),21025,2021-07-23T00:00:00Z,2023-05-22T03:41:22Z,175b99c172e37189e27871cee78f0f36c415f617,5f30c721-8859-426f-b49e-7841c9c204c0,2021
4595,1336,10038254.14,8551668.81,1486585.33,89102066.57,3652533.55,77920613.03,2023-11-02T00:00:00Z,2023-11-02T00:00:00Z,8211220.38,7293a7113f5ac4fc5b657925bf5baca629f10f3e,2023-11-02T05:42:36Z,6c857ac6-15e7-494e-abbf-228136e623f1,DR-4595-KY,KY,DR,2021-04-23T00:00:00Z,2021,Flood,"SEVERE, STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",0,0,1,1,2021-02-27T00:00:00Z,2021-03-14T00:00:00Z,NA,0,21,237,99237,Wolfe (County),21025,2021-07-23T00:00:00Z,2023-05-22T03:41:22Z,5839812a44057022178a6ab3257f9ff8d2c0d2f0,28c300ed-85c3-4308-b06e-74f609808a36,2021
4595,1336,10038254.14,8551668.81,1486585.33,89102066.57,3652533.55,77920613.03,2023-11-02T00:00:00Z,2023-11-02T00:00:00Z,8211220.38,7293a7113f5ac4fc5b657925bf5baca629f10f3e,2023-11-02T05:42:36Z,6c857ac6-15e7-494e-abbf-228136e623f1,DR-4595-KY,KY,DR,2021-04-23T00:00:00Z,2021,Flood,"SEVERE, STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",1,0,0,1,2021-02-27T00:00:00Z,2021-03-14T00:00:00Z,NA,0,21,005,99005,Anderson (County),21025,2021-07-23T00:00:00Z,2023-05-22T03:41:22Z,3d74940044e7450194fe8dca4b0ad5b1ca3a072f,8ca47748-56fc-48aa-963f-3816ee86f247,2021
